transaction_id,client_id,datetime,amount,currency,merchant,transaction_type,ip_address
1277185f-d927-42ac-bfa0-f7a2619328d5,client_74,2025-04-30 10:06:19.294521,388908.1,USD,Ozon,deposit,73.227.74.223
3d469591-2479-47b6-bf53-ffcc74c9edc2,client_37,2025-04-30 08:40:19.294567,154685.8,RUB,Uber,withdrawal,18.134.35.70
96d337d5-40d6-49b5-acbb-cc34fc15247e,client_103,2025-04-30 09:52:19.294589,15910.82,EUR,Uber,withdrawal,144.131.129.129
f521878e-e9bc-4e63-a81f-a1ced9c06e19,client_10,2025-04-30 13:43:19.294607,42802.19,EUR,Ozon,withdrawal,120.24.83.58
41aa473f-2abe-4fcc-ab14-27402899a161,client_2,2025-04-30 10:20:19.294625,181378.44,RUB,Uber,deposit,4.115.221.0
3607c33f-931d-4ddd-9c07-da363877783e,client_186,2025-04-30 07:17:19.294644,642470.36,RUB,Ozon,deposit,252.193.188.152
a4562a04-ec6f-4590-b33d-5ee61189509d,client_175,2025-04-30 07:25:19.294662,157472.1,RUB,Uber,deposit,136.235.212.143
cd92192a-4148-49aa-ad14-d820dc7d03c9,client_27,2025-04-30 07:21:19.294685,601205.61,RUB,Ozon,withdrawal,91.28.190.228
65fa733e-5a0e-4e3c-8f13-7c733b8234d7,client_168,2025-04-30 15:24:19.294706,397029.88,RUB,Ozon,withdrawal,132.31.16.124
8af6b97d-4ab2-4111-a547-1c6916cb7b6e,client_124,2025-04-30 14:41:19.294725,327417.65,RUB,Uber,withdrawal,137.115.43.135
6dbdf810-4b7f-48ed-8272-1fc066889bd5,client_69,2025-04-30 12:31:19.294742,879336.86,RUB,Uber,withdrawal,69.105.194.118
427d58b7-e4f7-4ea6-b408-787ae285e5de,client_116,2025-04-30 12:12:19.294759,179856.18,EUR,Amazon,withdrawal,57.182.118.198
016d0c7f-cf40-4b07-8a94-a0b2c082029c,client_35,2025-04-30 10:44:19.294778,836482.67,USD,Amazon,deposit,52.246.154.113
3b46f99e-3365-4e6d-86ee-68af59130f50,client_88,2025-04-30 12:45:19.294796,327595.29,RUB,Amazon,deposit,56.237.199.120
51f18fe9-dbae-40b0-925d-5c35ff911f03,client_191,2025-04-30 05:17:19.294814,27021.17,RUB,Amazon,withdrawal,160.62.92.241
ad43ced6-dbcd-426c-b717-08d4866081fb,client_158,2025-04-30 08:21:19.294831,53649.86,RUB,Uber,withdrawal,160.106.58.204
647f6a70-91c7-4244-a6cc-30d8d65e46b3,client_12,2025-04-30 10:22:19.294849,871254.29,USD,Amazon,withdrawal,65.144.2.10
b4afbea8-a372-4cfc-a12f-4d927ad7c086,client_114,2025-04-30 14:05:19.294867,711266.11,RUB,Ozon,deposit,76.34.175.23
9dd6f5b2-5f9b-43c7-ae65-398649a56f3e,client_168,2025-04-30 11:18:19.294884,272876.89,RUB,Amazon,deposit,188.5.11.230
bb1a252b-45dc-42a6-b888-15d0d6a8357a,client_153,2025-04-30 12:59:19.294902,701830.42,EUR,Amazon,deposit,77.4.18.98
0c41d719-6a67-46e9-b84e-7c4fc2c88392,client_184,2025-04-30 07:07:19.294922,593245.26,RUB,Amazon,withdrawal,115.194.25.32
4fe2354e-ffcf-47d6-917b-b08c8294c6ec,client_149,2025-04-30 15:08:19.294940,226689.18,EUR,Ozon,withdrawal,117.97.191.36
d09609e6-ca28-4384-9874-bce01b03108c,client_78,2025-04-30 05:52:19.294958,484145.99,RUB,Uber,deposit,154.83.128.203
b8b6cc86-f7c4-424e-84f2-1d748ba412db,client_25,2025-04-30 09:45:19.294975,45437.05,USD,Uber,withdrawal,111.130.220.86
dd441f74-65ec-4b21-ae09-f897c6db940b,client_69,2025-04-30 12:27:19.294994,114120.28,USD,Uber,withdrawal,157.12.210.24
27588fb0-c833-49d3-9137-26f0e36e507c,client_85,2025-04-30 14:17:19.295011,515710.99,USD,Amazon,deposit,33.252.130.63
225545fa-8170-47c7-b696-64056a6ac6bf,client_189,2025-04-30 07:27:19.295028,653735.52,EUR,Uber,deposit,37.42.57.1
4bb2448b-c91e-4921-a7e3-5978051941fe,client_188,2025-04-30 14:16:19.295047,777934.26,RUB,Ozon,deposit,67.236.213.72
34c7d9b0-6a9b-4de8-8946-0ddc48e1d701,client_156,2025-04-30 07:34:19.295064,367042.95,EUR,Ozon,deposit,202.181.57.98
b647d458-7c21-41f3-8986-ebcc5edbeac4,client_109,2025-04-30 07:09:19.295081,697440.04,RUB,Uber,withdrawal,145.1.11.61
eb05c355-34d5-415a-bbf9-292a28debed2,client_88,2025-04-30 07:44:19.295098,412630.95,USD,Ozon,deposit,1.222.32.35
23976113-6f40-43bd-93df-947c36774e4e,client_12,2025-04-30 12:54:19.295116,292245.76,USD,Uber,withdrawal,235.195.217.243
3edf212a-deb1-4b88-a523-80c83bb1d5b8,client_110,2025-04-30 11:31:19.295135,626451.57,USD,Uber,deposit,81.160.110.8
2ab795bc-dfa0-4ef3-8a57-aa91162e1a2a,client_50,2025-04-30 16:08:19.295152,355873.21,RUB,Uber,deposit,125.134.59.250
2bc87514-28ee-428e-85de-953855983393,client_137,2025-04-30 17:07:19.295170,319014.99,EUR,Ozon,withdrawal,58.254.105.166
12754ff2-a284-4442-b0e4-bae666173e85,client_165,2025-04-30 09:22:19.295188,161447.77,RUB,Ozon,deposit,190.129.74.79
fa1cd6da-8266-42ae-9397-8711e842e85e,client_86,2025-04-30 06:06:19.295206,634037.06,RUB,Uber,deposit,79.248.194.126
3a190250-0a5a-4a2a-9bfb-053d2621d26a,client_155,2025-04-30 08:13:19.295224,713692.52,USD,Ozon,deposit,165.134.249.213
ef8d2810-0c03-41f2-88a0-5973cd8761dd,client_190,2025-04-30 09:30:19.295241,43220.62,EUR,Ozon,withdrawal,208.57.253.230
091728da-02fe-4b4d-b4ea-f27cf04d1a61,client_5,2025-04-30 14:43:19.295259,817077.07,RUB,Uber,withdrawal,22.169.114.193
5425f8b1-eef6-41ae-ae3c-4ff8c5901f62,client_99,2025-04-30 13:26:19.295277,529031.64,EUR,Amazon,withdrawal,19.67.156.184
293a9fff-57bc-4198-8402-87f230b7add8,client_78,2025-04-30 14:32:19.295294,435448.94,EUR,Uber,deposit,167.98.191.37
9357fbf1-383e-449e-a5d3-9cc71fa48ba6,client_108,2025-04-30 07:42:19.295311,842762.42,USD,Uber,withdrawal,57.53.213.144
d7fb86ee-550f-40e7-85fb-dd64d2cc6d2a,client_194,2025-04-30 05:55:19.295329,228742.38,EUR,Ozon,withdrawal,4.152.182.91
860b1c19-42ea-4ffb-892e-f99d8ccc1c04,client_31,2025-04-30 12:17:19.295346,218056.72,RUB,Uber,deposit,249.111.148.201
61ffeb6c-91d9-41a3-86e8-33f48876d274,client_191,2025-04-30 11:10:19.295366,502448.25,EUR,Uber,withdrawal,238.208.135.89
b2e8ce2b-c377-45d5-952d-fbda190eb1ba,client_130,2025-04-30 16:58:19.295385,174730.75,EUR,Ozon,deposit,185.27.115.65
4f3ed8fe-2358-4164-b9fa-5c331ed05d58,client_111,2025-04-30 13:50:19.295404,704531.25,RUB,Uber,withdrawal,176.137.32.202
63019967-7477-4840-b048-25e108c6099b,client_152,2025-04-30 10:18:19.295422,355273.77,USD,Amazon,withdrawal,226.204.136.15
715d6d97-3a22-4eb4-8e30-31cf7421ba95,client_200,2025-04-30 16:30:19.295439,801199.96,EUR,Amazon,deposit,55.251.32.149
847b204e-b372-4f7a-bed1-8904b7e06889,client_187,2025-04-30 12:53:19.295456,508932.95,RUB,Ozon,deposit,90.11.53.162
adf3920f-74e4-4da1-ac0d-18fbbb073637,client_90,2025-04-30 16:52:19.295474,100475.09,EUR,Ozon,withdrawal,154.222.31.156
0e4db056-bdd2-4206-a7d7-8aeb68eba269,client_36,2025-04-30 10:37:19.295492,447082.96,RUB,Uber,deposit,115.128.157.155
da7087dd-7ce1-41bf-bed5-48ce5825a809,client_152,2025-04-30 09:06:19.295509,139128.2,RUB,Uber,deposit,63.4.254.239
9258fa60-3c38-4543-aa1b-eebb883cb05d,client_136,2025-04-30 07:54:19.295528,30082.07,EUR,Amazon,withdrawal,91.55.183.106
e7dfddee-b76b-4c0b-91d3-842ebf721a2c,client_143,2025-04-30 13:24:19.295546,784395.13,EUR,Amazon,withdrawal,136.14.155.53
9d1f6375-3164-4bfe-9b80-bedc4621d288,client_114,2025-04-30 11:59:19.295564,210271.05,RUB,Amazon,withdrawal,76.248.100.17
5e10937d-5c42-450b-9019-d27c530d4c85,client_133,2025-04-30 08:45:19.295581,460359.1,RUB,Uber,deposit,213.187.232.230
54911ee9-412d-40a0-883c-8701c52295a3,client_46,2025-04-30 13:42:19.295599,602763.65,EUR,Amazon,deposit,112.148.177.242
61ba5f83-4a27-4b07-ac04-77c7f9367af9,client_57,2025-04-30 10:45:19.295617,244002.59,EUR,Amazon,deposit,193.63.203.6
c63a41d5-5ba6-490a-8a0a-61acee5659ee,client_170,2025-04-30 14:17:19.295634,865670.17,USD,Ozon,deposit,51.119.23.107
e39c6eea-1abe-4851-9ffa-53f23e5032e2,client_176,2025-04-30 06:28:19.295652,335931.49,EUR,Amazon,withdrawal,23.116.29.254
31292751-4673-44ab-bcf8-c45ead80af93,client_19,2025-04-30 13:26:19.295669,319809.17,RUB,Uber,deposit,92.244.99.176
58cdf4f0-940f-4d2b-acb8-4370e6050ef6,client_44,2025-04-30 15:24:19.295695,308620.02,USD,Ozon,deposit,226.18.40.143
ebf7b31d-bf94-4270-a5f4-2f7899aba008,client_58,2025-04-30 05:42:19.295713,87294.85,USD,Amazon,deposit,213.33.126.27
65af2577-2870-4ffb-883a-0b4c04a12127,client_89,2025-04-30 05:55:19.295731,376409.81,EUR,Amazon,deposit,249.135.214.92
3971643c-4215-4aca-a8f4-7f99fcc97510,client_18,2025-04-30 05:49:19.295748,499463.45,EUR,Amazon,deposit,170.222.139.170
c9ad06ba-6eee-4f37-8c4d-07edf9c3197c,client_190,2025-04-30 05:25:19.295765,162407.74,RUB,Uber,deposit,230.232.116.255
6243b851-8178-41cb-8383-95bfca7c010b,client_105,2025-04-30 16:01:19.295782,646433.3,RUB,Uber,withdrawal,210.5.119.179
cf183a3d-6eae-42f9-9594-050d8713102a,client_142,2025-04-30 08:44:19.295826,829960.06,RUB,Ozon,withdrawal,221.233.65.68
5121adcb-eb24-4ff9-aafe-c3e79330e43c,client_153,2025-04-30 13:54:19.295847,169158.77,EUR,Ozon,deposit,30.115.122.35
f66da7ae-9beb-4832-817d-3f4e1849cc03,client_156,2025-04-30 15:05:19.295864,340515.04,RUB,Amazon,withdrawal,59.135.128.28
7afcaa5e-ac49-4a65-a460-73490cfa5001,client_129,2025-04-30 10:47:19.295882,892685.37,EUR,Uber,deposit,136.197.128.91
9906804a-6eca-4ce1-8dde-96f161e18714,client_147,2025-04-30 12:09:19.295899,678815.74,USD,Amazon,deposit,17.220.125.192
ab661b07-f994-493a-9dab-d6eea52e4bc9,client_163,2025-04-30 08:11:19.295917,791224.87,USD,Amazon,withdrawal,8.202.112.90
c5f6938d-dca8-457b-bf68-5e575095350b,client_56,2025-04-30 09:03:19.295934,613916.08,EUR,Amazon,withdrawal,243.53.189.4
b1f9991c-62bd-40a4-9bb5-1c03af602e1d,client_32,2025-04-30 07:57:19.295953,478358.04,RUB,Amazon,withdrawal,118.44.187.184
a154b5cd-92fa-4a0a-b6a5-ba735fc19b43,client_5,2025-04-30 10:33:19.295970,92921.29,RUB,Ozon,withdrawal,108.121.126.231
4cfc46c7-3542-4c22-a631-d7e884c8f7e0,client_66,2025-04-30 06:36:19.295987,573545.59,EUR,Uber,withdrawal,127.198.82.154
29fd54ea-73b1-4f18-ac5c-0ce8c4caae63,client_139,2025-04-30 10:14:19.296005,805764.15,RUB,Amazon,withdrawal,203.57.101.191
1b2f998d-8a0a-4829-9719-1419f35395b4,client_181,2025-04-30 09:36:19.296023,719668.47,EUR,Amazon,deposit,104.28.38.78
5b722684-7d50-4fce-a315-2938550dc2f0,client_186,2025-04-30 10:00:19.296040,14198.85,USD,Ozon,deposit,125.174.160.231
27e1dead-a87e-461b-bff6-cc170aa82405,client_98,2025-04-30 09:47:19.296058,672714.17,EUR,Uber,deposit,222.135.72.226
281c73b1-f2d0-4afc-b042-2293923884ec,client_1,2025-04-30 08:12:19.296076,651504.56,RUB,Ozon,withdrawal,89.8.190.69
0f3f002b-dfa2-4222-bc69-c907d5aad215,client_53,2025-04-30 07:34:19.296094,826354.31,RUB,Ozon,withdrawal,131.9.179.221
d911dffa-0625-4a99-9b10-0aba838ee30b,client_53,2025-04-30 11:13:19.296112,487248.24,RUB,Uber,deposit,182.188.14.58
1ba9ce88-7864-4898-8367-a13a8ec6f464,client_159,2025-04-30 15:23:19.296129,117135.82,RUB,Uber,withdrawal,15.119.8.146
