id,transaction_id,client_id,datetime,amount,currency,merchant,transaction_type,ip_address,category,country_code,region,device_type,session_id,channel,recipient_id,transaction_purpose
1,123e4567-e89b-12d3-a456-426614174000,client_5,2025-04-12 15:32:17,125000.45,CNY,null,p2p,118.178.92.154,p2p,CN,Shanghai,smartphone,987e6543-e21b-12d3-a789-426614174000,mobile_app,client_27,debt
2,123e4567-e89b-12d3-a456-426614174001,client_14,2025-04-19 18:45:23,85670.89,EUR,null,p2p,89.157.231.45,p2p,FR,Paris,smartphone,987e6543-e21b-12d3-a789-426614174001,mobile_app,client_33,debt
3,123e4567-e89b-12d3-a456-426614174002,client_27,2025-03-08 10:15:42,98500.32,USD,null,p2p,72.14.192.178,p2p,US,New York,smartphone,987e6543-e21b-12d3-a789-426614174002,mobile_app,client_5,debt
4,123e4567-e89b-12d3-a456-426614174003,client_33,2025-04-26 14:22:36,75800.75,USD,null,p2p,72.14.192.45,p2p,US,Los Angeles,tablet,987e6543-e21b-12d3-a789-426614174003,mobile_app,client_14,debt
5,123e4567-e89b-12d3-a456-426614174004,client_41,2025-03-15 16:37:51,215000.23,USD,null,p2p,72.14.192.89,p2p,US,Chicago,smartphone,987e6543-e21b-12d3-a789-426614174004,mobile_app,client_59,debt
6,123e4567-e89b-12d3-a456-426614174005,client_59,2025-04-05 09:28:14,185000.67,USD,null,p2p,72.14.192.112,p2p,US,New York,smartphone,987e6543-e21b-12d3-a789-426614174005,mobile_app,client_41,debt
7,123e4567-e89b-12d3-a456-426614174006,client_87,2025-03-22 13:41:39,92500.18,CNY,null,p2p,118.178.92.67,p2p,CN,Beijing,smartphone,987e6543-e21b-12d3-a789-426614174006,mobile_app,client_131,debt
8,123e4567-e89b-12d3-a456-426614174007,client_97,2025-04-13 17:19:52,165000.34,USD,null,p2p,72.14.192.205,p2p,US,Chicago,tablet,987e6543-e21b-12d3-a789-426614174007,mobile_app,client_197,debt
9,123e4567-e89b-12d3-a456-426614174008,client_131,2025-02-09 11:05:27,107500.91,CNY,null,p2p,118.178.92.211,p2p,CN,Shanghai,smartphone,987e6543-e21b-12d3-a789-426614174008,mobile_app,client_87,debt
10,123e4567-e89b-12d3-a456-426614174009,client_147,2025-03-29 15:53:44,195000.56,USD,null,p2p,72.14.192.142,p2p,US,New York,smartphone,987e6543-e21b-12d3-a789-426614174009,mobile_app,client_191,debt
